	0	1	2	3	4	5	6	7	8	9
0	lemma	bet_1	bet_2	cosine	onto	frame	score	main_sense	figurative	label
211	ansvarlig	2	2.a	0.7381496131420135	0	0	1	1	0	0
212	ansætte	1	2	0.5338502824306488	0	0	6	0	0	1
213	ansættelse	1	2	0.7474353611469269	0	0	7	0	0	1
214	ansøgning	1	1.a	0.46190398931503296	0	0	10	1	0	1
215	antagelse	1	2	0.8158582299947739	0	0	1	0	0	1
216	antagelse	1	2.a	0.5804291069507599	0	0	2	0	0	1
217	antagelse	1	3	0.5004841089248657	0	0	2	0	0	1
218	antagelse	2	2.a	0.9608156122267246	0	0	1	1	0	0
219	antagelse	2	3	0.8048525452613831	0	0	1	0	0	1
220	antagelse	2.a	3	0.513936847448349	0	0	0	0	0	1
221	antal	1	1.a	0.3051157593727112	2	0	23	1	0	0
222	apati	1	1.a	0.9276170060038567	1	0	0	1	0	0
223	apparat	1	2	0.5879744291305542	0	0	2	0	0	1
224	apparat	1	2.a	0.48129260540008545	0	0	7	0	0	1
225	apparat	2	2.a	0.4202609062194824	0	0	9	1	0	0
226	appel	1	2	0.6616314947605133	0	0	0	0	0	1
227	appel	1	2.a	0.5872879922389984	0	0	4	0	0	1
228	appel	1	3	0.5089244246482849	0	0	3	0	0	1
229	appel	2	2.a	0.6614583134651184	0	0	4	1	0	0
230	appel	2	3	0.8186866641044617	0	0	3	0	0	1
231	appel	2.a	3	0.6754705905914307	0	0	1	0	0	1
232	appendiks	1	1.a	1.0122087551280856	0	0	1	1	1	1
233	appetit	1	1.a	0.5233160257339478	3	0	1	1	1	1
234	appetitlig	1	1.a	0.9171604067087173	1	0	1	1	1	1
235	appetitlig	1	1.b	1.0852846577763557	1	0	0	1	1	1
236	appetitlig	1.a	1.b	0.6747432053089142	1	0	1	1	2	0
237	arbejde	1	1.a	0.5417346954345703	0	0	2	1	0	1
238	arbejdsbi	1	1.a	0.6767289340496063	1	0	2	1	1	1
239	arbejdsdag	1	2	0.3237689137458801	2	0	0	0	0	1
